,gioi_tinh,nguoi_cao_tuoi,Hon_nhan,nguoi_phu_thuoc,so_thang_su_dung,dich_vu_dien_thoai,nhieu_nha_cung_cap,dich_vu_internet,bao_mat_truc_tuyen,sao_luu_truc_tuyen,bao_ve_thiet_bi,ho_tro_ky_thuat,xem_tivi_truc_tuyen,xem_phim_truc_tuyen,thoi_han_hop_dong,hoa_don_dien_tu,phuong_thuc_thanh_toan,phi_hang_thang,tong_chi_phi,ngung_su_dung
3943,0,1,1,1,1,0,1,1,1,1,1,1,1,1,2,1,1,44.0,44.0,1
3944,1,0,0,0,9,0,1,2,2,2,2,2,2,2,1,1,0,20.25,172.35,1
3945,1,0,1,1,3,1,2,1,0,1,1,0,1,1,2,1,0,34.25,139.35,0
3946,1,0,1,1,9,1,2,1,0,1,0,0,0,0,2,1,0,58.5,539.85,0
3947,1,0,1,1,5,0,1,1,0,1,0,1,1,1,2,1,3,55.8,300.4,1
3948,1,0,0,0,56,0,1,0,1,1,1,1,0,0,1,1,2,88.9,4968.0,1
3949,1,0,1,0,18,0,0,1,0,1,1,1,1,1,2,1,0,57.65,992.7,1
3950,0,1,1,1,49,0,0,0,1,1,1,1,0,0,2,0,1,96.2,4718.25,0
3951,0,0,0,1,70,0,0,1,0,0,0,0,0,1,0,1,0,79.15,5536.5,1
3952,1,0,1,1,72,0,0,0,1,0,0,0,0,0,0,0,3,108.05,7806.6,1
3953,1,1,1,1,6,0,1,0,1,1,0,1,1,1,2,1,1,74.4,434.1,0
3954,0,1,0,1,17,0,0,0,1,1,1,1,0,0,2,0,1,94.8,1563.9,1
3955,0,0,0,1,29,1,2,1,1,1,1,1,0,0,2,0,1,45.9,1332.4,1
3956,1,0,0,1,6,0,0,0,1,0,0,1,0,0,2,0,1,105.3,545.2,0
3957,0,0,0,1,63,0,0,0,1,1,0,1,0,0,0,1,1,102.6,6296.75,1
3958,0,0,0,1,16,0,0,0,1,1,1,1,1,1,2,0,2,73.85,1284.2,0
3959,0,0,1,1,59,0,1,1,1,1,0,1,1,0,1,0,2,61.35,3645.5,1
3960,1,0,1,1,3,0,1,1,1,1,0,1,0,1,2,1,1,57.55,161.45,1
3961,1,0,1,1,8,1,2,1,1,0,1,1,1,1,2,0,0,29.25,226.95,1
3962,1,1,0,1,7,0,0,0,1,1,1,1,1,0,2,0,1,84.55,646.85,0
3963,1,0,1,1,68,0,1,2,2,2,2,2,2,2,0,1,3,19.6,1441.65,1
3964,1,0,0,0,68,0,0,0,0,1,0,0,0,0,0,1,3,111.75,7511.3,1
3965,1,1,0,1,52,0,0,0,1,0,0,1,0,0,1,0,1,106.5,5621.85,1
3966,0,0,0,0,72,0,0,0,0,0,1,0,0,0,0,0,3,107.7,7919.8,1
3967,1,0,0,1,32,0,1,2,2,2,2,2,2,2,1,1,0,19.3,593.2,1
3968,1,0,0,1,72,0,1,2,2,2,2,2,2,2,0,1,2,20.05,1423.65,1
3969,0,0,0,0,1,0,1,0,1,1,1,1,1,1,2,0,3,69.95,69.95,1
3970,0,0,0,0,42,0,1,1,0,1,1,0,1,0,1,1,3,63.7,2763.35,1
3971,1,0,1,1,25,0,0,2,2,2,2,2,2,2,0,1,3,24.75,692.1,0
3972,0,0,1,1,45,0,1,1,0,1,1,1,1,1,2,0,2,50.9,2298.55,1
3973,1,0,0,0,43,1,2,1,0,1,0,0,0,0,1,0,3,60.4,2640.55,1
3974,0,0,0,1,37,0,0,1,0,1,0,1,0,0,1,1,0,79.25,2911.8,1
3975,1,1,1,1,20,0,0,0,1,1,1,1,1,0,2,0,3,85.8,1727.5,0
3976,1,0,1,1,4,1,2,1,1,1,1,1,1,1,2,0,1,24.45,86.6,0
3977,0,0,0,1,63,0,1,0,0,0,0,0,0,0,0,0,3,110.1,6705.7,1
3978,0,0,1,1,3,0,1,0,1,1,1,1,0,0,2,1,0,90.7,237.65,1
3979,0,0,0,0,66,0,0,2,2,2,2,2,2,2,0,0,3,25.3,1672.35,1
3980,0,0,1,1,28,0,0,0,1,0,0,1,0,0,2,0,1,105.7,2979.5,0
3981,1,1,1,1,8,0,0,0,1,1,1,1,1,0,2,1,1,85.2,695.75,1
3982,0,0,1,0,71,0,0,2,2,2,2,2,2,2,0,1,0,24.35,1654.6,1
3983,0,0,1,1,1,1,2,1,1,1,1,1,1,1,2,0,1,24.25,24.25,0
3984,1,0,0,0,72,0,0,2,2,2,2,2,2,2,0,1,2,25.1,1857.85,1
3985,0,1,0,1,16,0,1,1,0,0,1,1,1,1,2,0,2,54.55,825.1,1
3986,0,0,0,1,66,0,0,0,0,0,0,0,1,1,0,1,0,96.6,6424.25,1
3987,1,0,1,1,11,0,0,0,1,1,1,1,1,1,2,0,1,76.5,837.95,0
3988,0,0,1,1,51,0,0,1,0,0,0,0,0,1,1,0,3,81.15,4126.2,1
3989,1,0,1,0,8,1,2,1,0,1,1,1,1,0,2,0,1,38.5,330.8,1
3990,0,0,1,1,14,0,1,0,1,1,1,1,0,0,2,0,1,92.9,1337.45,1
3991,1,0,1,1,4,0,0,0,1,0,1,0,1,0,2,0,1,93.5,362.2,0
3992,1,0,1,1,70,0,0,1,0,0,0,1,0,0,0,1,0,84.7,5991.05,1
3993,1,0,1,0,70,0,0,1,0,0,1,0,1,1,0,1,1,66.0,4891.5,1
3994,1,1,0,1,54,0,0,0,1,0,1,1,0,0,1,0,3,101.5,5373.1,0
3995,0,0,1,0,28,0,1,0,0,1,1,1,1,1,2,0,2,74.9,2068.55,0
3996,0,0,1,1,24,0,1,2,2,2,2,2,2,2,0,1,0,20.75,487.05,1
3997,1,0,0,1,69,0,1,1,1,0,1,1,1,0,0,0,3,61.45,4131.2,1
3998,0,0,0,0,42,0,1,1,0,0,1,1,1,1,2,1,0,54.5,2301.15,1
3999,1,1,1,1,2,0,1,0,1,1,1,1,1,1,2,0,1,69.6,131.65,0
4000,1,1,1,1,39,0,0,0,1,1,0,1,0,0,2,0,1,99.75,4036.0,1
4001,0,0,0,0,45,0,0,0,1,0,0,0,0,0,0,0,2,109.75,4900.65,1
4002,0,0,0,0,72,0,0,1,0,0,0,0,0,1,0,0,2,80.85,5727.45,1
4003,1,0,1,1,38,0,1,2,2,2,2,2,2,2,0,1,0,20.3,743.05,1
4004,0,0,0,1,72,0,0,1,0,0,0,0,1,1,0,0,2,67.8,4804.65,1
4005,0,0,1,1,1,0,0,2,2,2,2,2,2,2,2,0,0,24.05,24.05,0
4006,0,0,0,0,72,0,1,2,2,2,2,2,2,2,0,0,3,19.8,1414.65,1
4007,0,0,0,1,55,0,0,2,2,2,2,2,2,2,0,1,2,25.7,1443.65,1
4008,1,0,0,0,51,1,2,1,1,1,0,0,0,0,1,0,1,56.15,2898.95,1
4009,0,0,1,1,63,0,1,1,0,0,0,0,0,0,0,0,2,86.7,5309.5,1
4010,1,0,1,1,1,0,1,2,2,2,2,2,2,2,2,1,0,20.4,20.4,1
4011,1,0,0,0,23,0,1,2,2,2,2,2,2,2,0,0,0,19.65,451.55,1
4012,1,0,1,1,1,0,1,1,1,0,1,1,1,1,2,1,1,50.55,50.55,0
4013,1,0,1,1,2,0,0,1,1,1,1,0,1,1,2,0,0,54.35,117.05,1
4014,1,1,1,1,52,0,0,0,0,0,0,1,0,0,2,1,3,108.1,5839.3,1
4015,1,0,1,1,36,0,0,1,0,1,1,1,1,1,1,1,0,54.45,1893.5,1
4016,1,0,1,1,1,0,1,1,1,1,1,1,1,1,2,1,0,45.35,45.35,1
4017,1,0,1,1,28,0,0,1,0,1,0,1,1,1,1,1,0,59.0,1654.45,1
4018,1,0,0,0,7,0,1,1,0,0,0,1,0,1,1,1,1,69.45,477.05,1
4019,0,0,1,1,14,0,0,0,1,0,1,1,0,0,2,0,1,100.55,1415.55,0
4020,0,1,0,1,72,1,2,1,0,0,0,0,0,0,0,0,3,64.95,4546.0,1
4021,1,0,0,0,1,0,1,2,2,2,2,2,2,2,2,0,0,20.5,20.5,0
4022,1,0,1,1,10,0,1,2,2,2,2,2,2,2,2,1,0,18.85,163.2,1
4023,0,0,1,1,42,0,1,2,2,2,2,2,2,2,1,1,2,19.8,849.9,1
4024,1,0,1,1,7,1,2,1,1,1,1,1,1,1,2,1,2,25.05,189.95,1
4025,0,0,1,1,4,0,1,0,1,1,0,1,1,1,2,0,2,74.8,321.9,0
4026,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,3,114.3,8058.55,1
4027,1,0,0,1,20,1,2,1,1,1,1,1,1,1,2,0,1,24.45,482.8,0
4028,0,0,1,1,63,0,1,0,0,0,0,0,0,0,0,1,3,109.2,7049.75,1
4029,1,0,1,1,56,1,2,1,0,0,0,0,1,1,0,1,2,45.05,2560.1,1
4030,1,0,1,0,5,0,1,1,1,1,1,0,1,1,2,0,0,51.0,286.8,1
4031,1,0,0,1,72,0,0,0,1,0,0,0,0,0,0,0,2,110.45,7982.5,1
4032,0,1,0,0,68,0,0,0,1,0,0,1,1,1,2,0,1,84.65,5683.6,1
4033,0,0,0,0,67,0,1,1,0,0,1,0,1,1,1,1,0,60.05,3994.05,1
4034,0,0,0,0,8,0,1,1,1,1,1,1,1,1,2,1,2,44.65,369.15,1
4035,0,0,0,0,52,0,0,0,1,0,1,0,1,0,2,0,2,93.25,4631.7,1
4036,1,0,0,0,18,0,1,2,2,2,2,2,2,2,2,0,0,20.25,401.95,1
4037,1,0,0,0,59,0,0,2,2,2,2,2,2,2,0,1,0,25.45,1534.05,1
4038,1,0,1,1,60,0,1,2,2,2,2,2,2,2,0,1,0,20.6,1093.0,1
4039,0,0,1,1,7,0,0,0,1,1,1,1,0,0,2,0,1,94.1,701.3,1
4040,0,0,0,0,59,1,2,1,0,1,0,1,1,1,1,1,0,34.8,1980.3,1
4041,0,0,1,1,46,1,2,1,0,1,0,0,0,0,0,0,2,60.75,2893.4,1
4042,0,0,1,1,5,0,1,1,1,0,1,1,1,1,2,0,1,51.35,262.3,1
4043,0,1,0,1,59,1,2,1,0,1,0,0,0,0,0,0,3,64.05,3886.85,1
4044,1,0,0,1,70,0,0,1,1,0,0,0,0,0,0,0,2,84.8,5917.55,1
4045,1,0,1,1,14,0,1,0,1,1,1,1,1,1,2,0,3,71.0,914.0,0
4046,1,0,1,1,44,0,0,1,1,1,1,1,1,1,2,0,0,50.15,2139.1,1
4047,1,0,0,1,64,0,0,0,0,1,0,1,0,1,0,0,3,94.6,5948.7,1
4048,1,0,0,0,58,1,2,1,0,1,0,0,0,0,0,1,0,59.75,3624.35,1
4049,1,1,0,1,46,0,0,0,1,1,1,0,0,0,1,1,1,100.25,4753.85,1
4050,0,1,0,1,58,0,0,0,1,0,1,1,0,0,2,0,1,98.9,5780.7,1
4051,1,0,0,1,72,0,0,0,1,0,1,1,0,0,0,0,3,97.7,6869.7,1
4052,1,1,1,1,30,1,2,1,1,1,0,1,0,1,2,0,1,40.3,1172.95,0
4053,0,1,1,1,11,0,0,1,0,0,1,1,1,1,2,1,2,60.25,662.95,1
4054,1,1,1,1,34,1,2,1,1,0,0,1,0,0,2,0,1,56.25,1765.95,1
4055,0,0,1,1,54,1,2,1,0,0,1,1,1,0,0,1,2,46.2,2431.95,1
4056,1,0,1,1,3,1,2,1,1,0,1,1,0,0,2,0,1,50.6,155.35,0
4057,1,0,0,0,72,0,0,2,2,2,2,2,2,2,0,1,0,24.9,1859.2,1
4058,1,0,0,0,40,0,0,0,1,1,0,0,1,1,2,0,1,84.85,3303.05,0
4059,1,0,0,0,2,0,1,1,1,1,1,1,0,0,2,1,0,65.7,134.35,0
4060,0,0,0,0,54,0,0,1,1,1,0,1,1,0,0,1,3,63.35,3409.1,1
4061,1,0,1,1,14,0,1,1,0,1,1,1,1,1,2,1,2,50.1,709.5,1
4062,1,0,1,1,1,0,1,0,1,1,1,1,1,1,2,1,1,70.5,70.5,0
4063,1,0,1,1,10,0,0,0,1,0,0,1,1,0,2,0,1,94.85,953.45,0
4064,1,0,1,1,1,0,1,1,0,1,1,1,1,1,2,1,1,50.15,50.15,1
4065,0,0,1,1,1,0,1,2,2,2,2,2,2,2,2,1,0,19.75,19.75,0
4066,0,0,1,1,56,0,0,1,0,0,1,0,1,1,1,0,2,64.65,3665.55,1
4067,1,0,0,1,68,0,1,1,0,0,1,0,0,0,0,0,2,79.6,5515.8,1
4068,1,0,0,0,14,0,1,2,2,2,2,2,2,2,1,0,0,19.5,272.0,1
4069,0,0,0,0,68,0,1,0,0,1,1,0,0,0,0,0,1,99.55,6668.0,1
4070,0,1,0,1,55,0,0,0,1,1,1,1,1,1,2,0,1,74.0,4052.4,1
4071,1,0,1,1,16,1,2,1,0,1,1,1,0,1,2,0,1,38.9,664.4,1
4072,0,1,1,1,9,0,1,0,1,1,1,1,1,0,2,0,1,79.55,718.55,1
4073,0,0,0,0,14,0,1,1,0,0,1,1,0,1,2,0,1,65.45,937.6,0
4074,0,1,0,1,58,0,0,0,1,1,0,1,0,0,2,0,1,98.7,5812.6,0
4075,0,0,1,1,53,1,2,1,0,0,1,1,1,0,2,0,2,46.3,2546.85,1
4076,0,0,0,1,70,0,0,0,0,0,0,1,0,1,0,0,3,99.35,6944.5,1
4077,1,1,0,0,14,0,0,0,1,1,1,1,0,0,2,0,1,95.8,1346.3,1
4078,0,0,0,0,22,0,1,1,0,1,0,0,0,1,1,0,2,67.5,1544.05,0
4079,1,0,0,1,10,0,0,0,0,1,1,1,1,1,2,0,3,78.15,765.15,1
4080,1,0,0,0,29,0,0,2,2,2,2,2,2,2,0,1,0,26.1,692.55,1
4081,1,0,1,1,1,0,1,0,1,1,1,1,1,1,2,0,1,69.6,69.6,0
4082,0,0,0,1,49,0,0,1,0,1,0,0,0,0,1,1,1,84.35,4059.35,0
4083,1,1,0,1,68,0,0,0,1,0,1,1,0,0,2,0,1,100.2,6851.65,0
4084,1,0,1,1,1,0,1,0,1,1,1,1,0,1,2,1,1,78.05,78.05,0
4085,1,0,1,1,30,1,2,1,1,1,1,0,1,0,1,0,3,40.35,1187.05,1
4086,1,0,0,1,72,0,0,1,0,0,0,0,0,1,0,1,3,79.2,5401.9,1
4087,1,0,1,1,10,0,1,2,2,2,2,2,2,2,2,0,0,20.9,247.0,1
4088,0,0,1,1,7,0,0,0,1,1,1,1,1,1,2,1,1,73.6,520.0,0
4089,1,0,1,1,9,0,0,0,1,1,1,1,1,1,2,0,1,74.75,706.6,0
4090,1,0,1,0,1,0,1,1,0,1,1,1,1,1,2,1,0,49.9,49.9,1
4091,1,0,1,1,20,0,0,1,1,0,1,0,1,0,2,0,3,68.9,1370.35,1
4092,1,0,1,1,1,0,1,2,2,2,2,2,2,2,2,0,0,20.25,20.25,1
4093,1,0,1,1,29,0,0,0,1,1,1,1,1,1,2,0,3,76.0,2215.25,1
4094,0,0,1,1,1,0,1,0,1,1,1,0,1,1,2,1,1,74.0,74.0,1
4095,0,0,1,1,3,0,1,0,0,1,1,0,1,1,2,0,0,82.3,214.4,1
4096,1,0,1,1,20,0,1,0,0,1,0,1,0,1,2,0,2,89.4,1871.15,1
4097,0,0,1,0,64,0,1,0,1,0,1,0,0,0,2,0,3,99.15,6171.2,1
4098,0,0,1,1,1,0,1,2,2,2,2,2,2,2,2,0,0,20.2,20.2,0
4099,1,0,1,1,6,1,2,1,0,1,1,1,1,1,2,1,2,29.45,161.45,1
4100,0,0,0,1,50,0,1,2,2,2,2,2,2,2,0,1,1,19.8,1013.2,1
4101,0,0,1,1,6,0,1,1,0,1,1,1,1,0,2,0,2,59.15,336.7,1
4102,0,0,0,0,7,0,1,1,1,1,1,1,1,1,2,1,1,44.75,333.65,1
4103,0,0,0,0,72,0,0,0,1,1,0,1,1,0,0,0,3,90.8,6511.8,1
4104,0,0,0,1,8,0,1,1,1,0,1,1,1,1,2,0,2,49.55,393.45,1
4105,1,0,0,0,67,0,0,0,0,1,1,0,0,0,0,1,3,106.7,7009.5,1
4106,1,1,0,1,24,0,0,0,1,1,1,1,0,0,2,0,1,93.55,2264.05,0
4107,1,0,0,1,72,0,0,0,0,0,1,1,1,0,0,0,3,94.45,6921.7,1
4108,0,0,0,0,33,0,1,2,2,2,2,2,2,2,1,0,2,19.45,600.25,1
4109,0,0,1,1,2,1,2,1,1,1,1,1,1,1,2,0,1,25.05,56.35,0
4110,0,0,0,1,70,0,1,1,0,0,1,0,1,0,0,1,0,67.95,4664.15,1
4111,1,0,1,1,22,0,1,1,1,0,0,1,0,1,1,1,2,65.25,1441.8,1
4112,1,0,1,1,59,0,0,0,0,0,0,1,1,0,2,0,2,99.45,5623.7,1
4113,0,0,1,1,36,0,1,2,2,2,2,2,2,2,1,0,3,20.35,695.85,1
4114,1,0,0,0,51,0,1,2,2,2,2,2,2,2,0,1,0,19.95,1028.75,1
4115,0,0,0,1,53,0,0,1,0,1,0,0,0,1,1,1,2,77.4,4155.95,1
4116,1,0,0,0,20,0,1,2,2,2,2,2,2,2,1,1,2,19.7,395.6,1
4117,0,0,0,1,63,0,1,0,0,1,0,1,0,0,0,1,3,99.7,6330.4,1
4118,1,0,1,1,40,0,1,0,1,0,1,1,1,1,2,1,3,74.8,2971.7,1
4119,0,0,1,1,35,0,1,2,2,2,2,2,2,2,1,0,0,19.15,638.0,1
4120,0,0,0,0,26,0,1,0,1,1,1,1,1,0,1,1,2,78.95,2034.25,1
4121,0,1,0,1,27,0,0,0,1,0,0,1,1,0,2,0,1,95.55,2510.2,0
4122,0,0,1,0,53,0,1,1,0,0,1,0,1,1,1,1,3,62.85,3419.5,1
4123,0,1,0,1,34,0,1,0,1,1,1,1,1,1,2,1,3,71.55,2427.35,1
4124,1,1,0,1,19,0,0,0,1,1,1,1,0,0,2,0,1,94.95,1760.25,1
4125,0,0,0,1,43,0,1,0,0,0,0,1,1,1,2,0,3,86.1,3551.65,1
4126,0,0,0,0,6,0,1,2,2,2,2,2,2,2,2,1,0,19.55,122.9,1
4127,0,0,1,0,56,0,0,2,2,2,2,2,2,2,0,0,0,24.8,1424.2,1
4128,0,0,1,1,57,1,2,1,1,0,1,1,0,1,2,0,1,39.3,2111.45,0
4129,0,0,0,0,34,0,1,0,1,1,0,1,0,1,2,0,0,84.05,2909.95,1
4130,1,0,1,1,10,1,2,1,1,0,1,0,1,1,2,1,1,36.25,374.0,1
4131,1,0,1,1,1,0,1,2,2,2,2,2,2,2,2,0,0,20.25,20.25,0
4132,1,0,1,1,13,1,2,1,1,1,1,1,1,1,2,0,1,23.9,300.8,0
4133,0,0,1,1,56,0,0,0,1,0,1,1,0,0,2,1,1,98.6,5581.05,1
4134,1,0,0,1,55,0,0,0,1,0,0,1,0,0,2,0,3,103.65,5676.65,1
4135,1,0,0,0,36,0,0,1,0,0,0,0,0,0,0,0,3,92.9,3379.25,1
4136,0,0,0,1,47,0,1,2,2,2,2,2,2,2,1,1,2,19.9,942.95,1
4137,1,0,0,0,12,0,1,2,2,2,2,2,2,2,2,0,3,20.1,232.4,1
4138,1,0,1,1,1,0,1,0,1,1,0,1,0,1,2,0,1,85.45,85.45,0
4139,0,1,1,1,24,0,0,0,1,0,1,1,1,1,2,0,1,80.5,2088.45,1
4140,1,0,1,1,63,0,0,0,1,0,1,1,0,0,1,1,2,99.9,6137.0,0
4141,1,1,1,1,35,1,2,1,1,1,0,1,0,1,2,0,1,39.85,1434.6,1
4142,1,0,1,1,67,0,1,1,0,0,1,0,1,1,1,1,3,60.5,3870.0,1
4143,0,0,1,1,25,0,0,0,1,1,1,1,1,0,2,0,1,84.8,2043.45,0
4144,0,0,1,1,21,0,0,0,0,1,0,1,0,0,2,1,0,103.85,2215.0,1
4145,1,0,1,1,13,0,1,1,0,0,1,0,1,0,2,1,2,67.8,842.25,1
4146,0,0,0,1,35,0,0,0,1,1,1,1,1,1,2,0,1,75.2,2576.2,0
4147,0,1,0,1,71,0,0,2,2,2,2,2,2,2,0,1,2,24.85,1901.0,1
4148,1,0,1,1,29,0,1,2,2,2,2,2,2,2,2,1,3,19.35,601.6,1
4149,0,0,0,1,71,1,2,1,1,0,1,1,0,0,0,1,1,49.35,3515.25,0
4150,0,1,0,1,7,0,1,0,1,1,1,1,0,0,2,0,1,89.0,605.45,1
4151,1,1,1,1,57,1,2,1,1,0,0,1,0,0,2,0,1,55.0,3094.05,1
4152,0,0,0,1,65,0,0,1,0,1,0,0,1,0,0,1,2,76.15,4929.55,1
4153,0,0,1,1,27,0,1,2,2,2,2,2,2,2,1,1,0,20.3,595.05,1
4154,0,0,1,1,6,0,0,0,1,1,1,1,1,1,2,0,1,74.9,469.8,0
4155,1,1,1,1,72,0,0,0,0,0,0,0,0,0,0,0,3,117.35,8436.25,1
4156,0,0,1,1,1,0,1,2,2,2,2,2,2,2,2,0,0,19.75,19.75,1
4157,0,0,1,1,11,0,1,1,1,1,1,1,1,1,2,1,3,45.2,492.0,1
4158,0,0,0,0,39,0,0,2,2,2,2,2,2,2,0,1,0,25.2,987.95,1
4159,1,1,1,1,59,0,0,0,0,0,0,1,1,1,2,0,1,89.75,5496.9,1
4160,0,0,1,1,26,0,1,1,0,1,1,0,0,0,1,1,2,75.0,1908.35,1
4161,0,1,1,1,2,0,1,1,1,1,0,1,1,1,2,1,0,49.95,107.1,1
4162,1,0,0,0,72,1,2,1,0,0,0,0,0,0,0,1,2,65.7,4575.35,1
4163,0,0,0,1,65,0,0,1,0,0,0,1,1,1,1,1,3,67.05,4309.55,1
4164,0,0,0,0,72,0,0,0,1,0,0,0,0,0,0,1,3,110.9,7922.75,1
4165,0,0,1,1,6,0,0,0,1,1,1,0,1,0,2,0,2,87.95,522.35,1
4166,0,1,1,1,32,0,1,2,2,2,2,2,2,2,1,1,3,19.8,587.7,1
4167,1,0,0,1,50,0,0,1,1,1,0,1,0,0,1,1,2,75.7,3876.2,1
4168,0,0,0,1,61,1,2,1,0,1,0,0,0,0,0,0,0,62.15,3778.85,1
4169,1,0,1,1,15,0,1,0,1,0,0,1,0,0,2,0,1,101.25,1457.25,0
4170,0,0,0,1,72,0,0,0,0,0,0,0,0,0,0,1,2,115.15,8349.45,1
4171,0,0,1,1,9,0,1,2,2,2,2,2,2,2,2,0,0,18.95,185.6,0
4172,1,0,1,1,1,0,1,2,2,2,2,2,2,2,2,1,0,19.5,19.5,1
4173,1,0,1,1,12,0,0,0,1,1,1,1,1,0,2,0,1,86.55,1066.9,1
4174,1,0,1,1,37,1,2,1,1,1,1,0,1,1,2,1,3,28.6,973.55,0
4175,0,0,0,0,61,0,1,2,2,2,2,2,2,2,1,1,0,20.4,1226.45,1
4176,0,0,0,0,18,0,1,2,2,2,2,2,2,2,1,1,2,19.8,342.3,1
4177,0,0,1,0,21,0,1,1,1,1,1,1,1,1,2,1,0,45.65,985.05,1
4178,0,0,0,0,68,1,2,1,0,0,0,0,1,0,0,0,0,56.4,3948.45,1
4179,0,1,1,1,12,0,0,0,1,1,1,1,1,1,2,0,3,73.3,828.05,1
4180,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1,24.35,41.85,0
4181,1,0,0,1,62,0,0,0,1,1,0,1,0,0,2,0,1,101.35,6164.7,1
4182,1,1,1,1,29,0,0,0,1,1,1,0,0,0,2,1,1,98.65,2862.75,0
4183,0,0,1,0,1,1,2,1,1,0,1,0,1,1,2,1,0,33.6,33.6,1
4184,0,1,0,1,5,0,0,0,1,1,0,1,1,1,2,0,2,79.9,343.95,0
4185,1,0,1,1,1,0,1,2,2,2,2,2,2,2,2,1,1,20.7,20.7,1
4186,0,0,1,0,62,0,0,0,1,1,0,0,0,0,0,0,1,104.05,6590.5,1
4187,1,0,0,0,36,0,1,2,2,2,2,2,2,2,0,1,2,20.25,717.95,1
4188,1,1,1,1,28,0,0,0,1,1,0,0,0,0,2,0,1,103.3,2890.65,0
4189,1,0,0,0,69,0,0,1,0,0,1,0,0,1,1,1,3,73.7,4885.85,1
4190,1,0,0,1,11,0,0,0,0,1,1,0,0,1,2,0,3,96.2,1222.05,0
4191,1,0,0,1,63,0,0,0,1,0,0,0,0,0,2,0,1,108.75,6871.7,1
4192,0,0,1,1,23,0,1,2,2,2,2,2,2,2,1,1,2,20.15,405.6,1
4193,0,0,1,1,10,0,1,2,2,2,2,2,2,2,2,1,3,19.75,208.25,1
4194,1,0,0,1,71,0,0,2,2,2,2,2,2,2,0,0,3,25.95,1801.9,1
4195,1,1,1,1,45,0,0,1,0,1,1,0,1,0,2,0,1,70.05,3062.45,1
4196,1,0,0,0,70,0,0,2,2,2,2,2,2,2,0,1,0,24.05,1764.75,1
4197,1,0,1,0,22,0,0,0,1,1,1,1,1,0,2,0,1,84.75,1816.75,1
4198,1,0,0,0,52,0,0,2,2,2,2,2,2,2,0,1,0,23.05,1255.1,1
4199,0,0,0,1,55,0,0,0,1,1,0,0,0,0,1,0,1,104.15,5743.05,0
4200,1,0,1,1,65,1,2,1,0,1,0,0,0,0,0,1,3,59.95,3921.1,1
4201,1,0,0,0,72,0,1,2,2,2,2,2,2,2,0,1,2,19.55,1463.45,1
4202,0,0,0,1,10,0,1,2,2,2,2,2,2,2,1,1,2,19.6,189.45,1
4203,1,0,1,0,7,0,1,2,2,2,2,2,2,2,1,1,0,20.05,96.8,1
4204,0,1,1,1,5,0,1,0,1,0,1,1,1,0,2,0,1,85.55,408.5,1
4205,1,0,0,0,24,0,0,1,0,1,0,1,0,0,0,1,3,78.6,1846.65,1
4206,1,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,3,116.8,8456.75,1
4207,0,0,1,1,21,1,2,1,0,1,1,0,0,1,2,0,0,43.55,1011.5,1
4208,0,0,0,1,69,1,2,1,1,0,0,0,0,0,1,0,3,60.8,4263.4,1
4209,0,0,0,0,44,0,1,1,1,0,1,0,1,1,2,0,2,54.9,2549.1,1
4210,1,1,0,0,61,0,0,1,1,1,0,1,0,1,1,0,1,65.2,3965.05,1
4211,0,1,1,1,24,0,0,0,1,0,0,1,0,0,2,0,3,102.95,2496.7,0
4212,1,0,1,1,1,0,1,0,1,1,1,1,0,0,2,1,1,90.6,90.6,0
4213,1,0,1,1,6,0,1,1,1,1,1,0,1,1,2,0,2,50.8,288.05,0
4214,0,0,1,1,4,0,0,0,1,0,1,1,1,0,2,0,1,90.05,368.1,0
4215,0,0,0,1,72,0,0,0,1,0,0,0,0,0,0,0,1,108.2,7840.6,1
4216,0,0,1,1,72,0,0,1,0,0,0,0,0,0,0,1,2,92.0,6632.75,1
4217,0,1,0,1,14,0,0,0,1,1,1,1,1,1,2,0,1,75.1,1013.35,1
4218,0,0,1,1,7,0,0,2,2,2,2,2,2,2,2,0,2,25.05,152.95,1
4219,1,0,1,1,48,0,1,0,1,0,1,1,1,1,1,1,1,75.15,3772.65,1
4220,0,0,0,0,55,0,1,2,2,2,2,2,2,2,1,1,0,19.5,1026.35,1
4221,0,0,1,1,1,0,1,2,2,2,2,2,2,2,2,1,3,19.3,19.3,1
4222,0,0,1,1,45,0,1,0,0,0,0,0,0,0,1,1,3,112.2,5031.85,1
4223,0,0,1,1,3,0,1,0,1,1,1,1,1,1,2,0,0,70.3,220.4,1
4224,1,0,0,1,71,0,1,2,2,2,2,2,2,2,0,1,0,19.6,1416.5,1
4225,0,0,0,1,8,0,1,2,2,2,2,2,2,2,2,1,0,20.25,158.35,1
4226,1,0,0,1,3,0,0,0,1,1,1,1,1,1,2,0,1,75.85,256.6,0
4227,0,0,0,0,69,0,1,1,0,0,1,0,0,0,0,1,2,80.65,5542.55,1
4228,0,0,0,0,1,0,1,0,1,1,1,1,1,1,2,0,1,68.5,68.5,0
4229,1,1,0,1,72,0,0,0,0,0,0,0,0,0,0,0,3,115.75,8443.7,1
4230,0,0,1,1,11,0,1,0,0,1,1,1,1,1,2,0,1,73.5,791.75,0
4231,0,0,1,1,71,0,0,1,0,0,0,0,1,0,0,1,2,80.6,5708.2,1
